Name,Industry,Ticker,Total,Governance,Social,Environment,Date
Roche,Pharmaceuticals & Biotechnology,RHHVF US Equity,68.3,62.1,69.0,89.5,Sep-19
Rolls-Royce,Aerospace & Defence,RYCEF US Equity,65.1,70.6,76.0,44.4,Sep-19
Rotork Plc,Capital Goods,RTOXF US Equity,48.4,64.3,51.9,21.5,Sep-19
Royal Bank of Scotland,Banks,RBSPF US Equity,65.5,53.8,66.7,93.3,Sep-19
Royal Dutch Shell plc,Oil & Gas,RYDBF US Equity,63.1,59.2,88.2,47.1,Sep-19
Royal Mail Group,Transportation,ROYMF US Equity,69.3,61.8,78.6,70.6,Sep-19
RTL Group,Media,RGLXF US Equity,65.5,46.1,69.6,88.3,Sep-19
Rubis,Oil & Gas,RUBSF US Equity,62.2,51.5,80.6,59.2,Sep-19
RWE,Utilities,RWNFF US Equity,60.2,54.0,72.8,54.3,Sep-19
Ryanair,Transportation,RYAOF US Equity,43.1,52.4,55.0,22.2,Sep-19
Safran,Aerospace & Defence,SAFRF US Equity,59.6,54.9,71.0,54.4,Sep-19
Sage Group,Software & IT Services,SGGEF US Equity,51.8,57.6,57.1,25.0,Sep-19
Saint-Gobain,Construction & Building Materials,CODGF US Equity,75.6,69.6,78.0,80.0,Sep-19
Saipem,Oil & Gas,SAPMF US Equity,77.4,56.9,93.5,87.3,Sep-19
Salesforce,Software & IT Services,CRM US Equity,72.6,64.1,84.2,65.0,Sep-19
Sandvik,Capital Goods,SDVKF US Equity,79.1,70.8,83.5,85.0,Sep-19
Sanofi,Pharmaceuticals & Biotechnology,SNYNF US Equity,71.8,62.1,81.9,80.0,Sep-19
Santander Bank Polska SA,Banks,BKZHF US Equity,58.3,48.3,58.3,83.3,Sep-19
SAP,Software & IT Services,SAPGF US Equity,77.2,62.0,95.4,70.0,Sep-19
Sartorius Stedim Biotech,Health Care Equipment & Services,SDMHF US Equity,53.5,44.3,62.5,70.0,Sep-19
Sberbank,Banks,AKSJF US Equity,53.3,43.4,69.1,54.7,Sep-19
SBM Offshore,Oil & Gas,SBFFF US Equity,82.6,66.3,93.8,91.4,Sep-19
Schindler,Capital Goods,SHLAF US Equity,59.3,63.1,52.7,62.5,Sep-19
Schneider,Capital Goods,SBGSF US Equity,80.8,72.9,90.0,80.0,Sep-19
Scor,Insurance,SZCRF US Equity,66.9,52.3,85.7,79.6,Sep-19
SEB,Banks,SVKEF US Equity,67.7,62.2,66.7,83.0,Sep-19
SES,Telecom Services,SGBAF US Equity,55.5,46.6,51.4,80.0,Sep-19
Severstal,Metals & Mining,JSCCF US Equity,65.0,53.0,80.0,63.5,Sep-19
SGS,Commercial Services & Supplies,SGSOF US Equity,76.8,64.5,82.7,88.8,Sep-19
Siemens,Capital Goods,SMAWF US Equity,79.0,64.9,90.0,90.0,Sep-19
Signify,Capital Goods,SFFYF US Equity,78.9,67.4,84.6,87.5,Sep-19
SKF,Capital Goods,SKUFF US Equity,66.0,54.3,69.8,77.5,Sep-19
Smiths Group,Capital Goods,SMGKF US Equity,60.9,66.7,81.3,36.5,Sep-19
Snam,Utilities,SNMRF US Equity,63.9,60.7,79.8,49.7,Sep-19
Sodexo,Hotels Restaurants & Leisure,SDXOF US Equity,68.2,68.7,73.6,55.0,Sep-19
Software AG,Software & IT Services,SWDAF US Equity,52.0,60.3,61.3,10.0,Sep-19
Solvay SA,Chemicals,SVYSF US Equity,76.8,68.0,79.7,82.0,Sep-19
Sopra Steria Group,Software & IT Services,SRAQF US Equity,54.5,50.6,58.3,55.0,Sep-19
South32,Metals & Mining,SHTLF US Equity,68.4,79.1,72.7,55.0,Sep-19
Spie,Commercial Services & Supplies,SPIWF US Equity,62.1,55.4,80.9,46.3,Sep-19
SSE,Utilities,SSEZF US Equity,63.9,62.6,75.8,54.3,Sep-19
Standard Chartered,Banks,SCBFF US Equity,63.7,54.0,60.0,93.3,Sep-19
STMicroelectronics,Technology Hardware,STMEF US Equity,86.6,65.9,91.7,100.0,Sep-19
Subsea 7,Oil & Gas,ACGYF US Equity,73.8,63.7,93.8,70.6,Sep-19
Suez,Utilities,SZEVF US Equity,74.9,60.8,91.8,72.5,Sep-19
Svenska Handelsbanken,Banks,SVNLF US Equity,68.7,57.5,82.2,76.3,Sep-19
Swatch Group,Luxury and Sporting Goods,SWGAF US Equity,46.4,47.6,56.1,25.0,Sep-19
Swedbank,Banks,SWDBF US Equity,61.4,47.0,71.1,83.0,Sep-19
Swiss RE,Insurance,SSREF US Equity,69.9,54.9,78.6,92.1,Sep-19
Swisscom,Telecom Services,SWZCF US Equity,80.1,64.7,81.0,100.0,Sep-19
Symrise,Chemicals,SYIEF US Equity,74.7,69.2,79.0,75.0,Sep-19
Talanx,Insurance,TNXXF US Equity,65.0,55.1,78.3,73.1,Sep-19
TalkTalk,Telecom Services,TLKTF US Equity,45.5,57.0,45.7,28.6,Sep-19
Tarkett,Consumer Durables,TKFTF US Equity,75.2,62.2,82.7,82.5,Sep-19
Tauron,Utilities,TPE PW Equity,51.9,52.9,64.0,40.0,Sep-19
TechnipFMC,Oil & Gas,FTI US Equity,78.9,64.7,93.5,83.3,Sep-19
Tele2,Telecom Services,TLTZF US Equity,58.5,52.5,69.8,42.9,Sep-19
Telefónica Deutschland Holding AG,Telecom Services,TELDF US Equity,69.8,51.9,77.7,78.6,Sep-19
Telefonica SA,Telecom Services,TEFOF US Equity,75.0,62.4,78.3,85.7,Sep-19
Telenor AS,Telecom Services,TELNF US Equity,66.8,56.2,75.0,64.3,Sep-19
Teleperformance,Commercial Services & Supplies,TLPFF US Equity,67.6,52.0,81.5,73.8,Sep-19
Telia Company AB,Telecom Services,TLSNF US Equity,53.2,50.8,59.7,42.9,Sep-19
Terna,Utilities,TERRF US Equity,67.8,60.2,90.0,54.5,Sep-19
Tesco,Food Retailing,TSCDF US Equity,64.9,60.7,55.6,86.1,Sep-19
TF1,Media,TVFCF US Equity,66.0,54.4,62.5,93.3,Sep-19
Thales,Aerospace & Defence,THLEF US Equity,60.9,57.3,70.7,55.6,Sep-19
Thyssenkrupp,Metals & Mining,TYEKF US Equity,65.0,66.4,76.3,54.0,Sep-19
T-Mobile US,Telecom Services,TMUS US Equity,52.1,52.3,46.3,64.3,Sep-19
Total,Oil & Gas,TTFNF US Equity,73.7,62.6,85.9,74.3,Sep-19
Trigano,Consumer Durables,TGNOF US Equity,55.1,54.7,60.4,25.0,Sep-19
UBS AG,Banks,UBS US Equity,69.2,67.0,61.1,86.7,Sep-19
Unibail-Rodamco-Westfield,Real Estate,UNBLF US Equity,80.1,79.2,90.4,73.6,Sep-19
UniCredit SpA,Banks,UNCFF US Equity,67.9,58.4,82.2,70.0,Sep-19
Unilever NV,Food,UNLVF US Equity,68.8,67.6,70.8,67.8,Sep-19
Uniper,Utilities,UNPRF US Equity,63.8,62.6,75.6,54.3,Sep-19
Vale,Metals & Mining,CIVAF US Equity,48.7,42.7,50.0,53.2,Sep-19
Valeo,Automobiles & Components,VLEEF US Equity,74.1,72.8,86.7,51.7,Sep-19
Vallourec,Oil & Gas,VLOUF US Equity,58.4,58.0,63.5,52.5,Sep-19
Veolia Environnement,Utilities,VEOEF US Equity,63.6,55.1,70.0,65.5,Sep-19
Verbund,Utilities,OEZVF US Equity,75.3,60.5,87.8,77.3,Sep-19
Viacom Inc.,Media,VIAB US Equity,58.5,65.9,46.1,75.0,Sep-19
Vicat,Construction & Building Materials,SDCIF US Equity,60.5,54.2,77.3,49.5,Sep-19
Vinci,Construction & Building Materials,VCISF US Equity,63.8,59.9,78.2,50.0,Sep-19
Vodafone,Telecom Services,VODPF US Equity,68.6,64.5,73.3,64.3,Sep-19
Voestalpine AG,Metals & Mining,VLPNF US Equity,52.9,57.8,60.0,43.4,Sep-19
Volkswagen,Automobiles & Components,VLKPF US Equity,52.7,46.0,48.8,68.8,Sep-19
Volvo,Capital Goods,VOLVF US Equity,67.8,64.2,63.3,81.3,Sep-19
VTB Bank,Banks,VTBR RM Equity,40.6,39.7,41.7,41.3,Sep-19
Wacker Chemie,Chemicals,WKCMF US Equity,70.7,51.6,83.0,75.0,Sep-19
Weir Group,Capital Goods,WEIGF US Equity,52.9,71.7,53.1,26.5,Sep-19
Wendel,Holding & Investment companies,WNDLF US Equity,62.3,61.6,70.7,50.0,Sep-19
Wereldhave,Real Estate,WRDEF US Equity,80.3,69.9,81.3,90.9,Sep-19
Whitbread,Hotels Restaurants & Leisure,WTBCF US Equity,74.6,73.3,78.7,66.7,Sep-19
Wizz Air,Transportation,WZZAF US Equity,45.9,62.1,57.1,17.8,Sep-19
WM Morrison,Food Retailing,MRWSF US Equity,56.7,56.6,56.3,57.8,Sep-19
Wolters Kluwer,Media,WTRWF US Equity,75.3,70.8,71.4,91.7,Sep-19
Workday,Software & IT Services,WDAY US Equity,71.5,56.6,89.2,65.0,Sep-19
Worldline,Software & IT Services,WWLNF US Equity,79.8,67.9,86.7,100.0,Sep-19
WPP Group,Media,WPPGF US Equity,71.2,58.1,71.1,93.3,Sep-19
Zalando,Non Food Retail,ZLDSF US Equity,64.1,49.9,80.0,62.2,Sep-19
Zurich Insurance Group,Insurance,ZFSVF US Equity,76.2,69.1,65.7,99.6,Sep-19
ABB,Capital Goods,ABLZF US Equity,85.0,76.8,87.4,93.2,Mar-19
AbbVie,Pharmaceuticals & Biotechnology,ABBV US Equity,63.3,69.1,57.6,0.0,Mar-19
ABN Amro,Banks,ABMRF US Equity,78.2,80.0,68.0,90.0,Mar-19
Accenture,Software & IT Services,ACN US Equity,64.0,78.9,65.2,42.9,Mar-19
Accor,Hotels Restaurants & Leisure,ACRFF US Equity,66.2,65.6,70.1,61.4,Mar-19
Ackermans & van Haaren,Holding & Investment companies,AVHNF US Equity,65.3,46.9,81.3,99.0,Mar-19
ACS,Construction & Building Materials,ACSAF US Equity,62.9,37.1,88.4,37.8,Mar-19
Aegon,Insurance,AEGOF US Equity,75.8,91.7,55.9,55.0,Mar-19
Aena,Transportation Infrastructure,ANNSF US Equity,48.1,55.6,66.0,0.0,Mar-19
Aéroports de Paris,Transportation Infrastructure,AEOPF US Equity,69.4,63.3,72.7,70.0,Mar-19
Ageas,Insurance,AGESF US Equity,52.5,41.1,80.0,50.0,Mar-19
Ahold Delhaize,Food Retailing,AHODF US Equity,72.7,80.0,63.9,85.7,Mar-19
Air France-KLM,Transportation,AFRAF US Equity,53.7,56.3,71.0,34.0,Mar-19
Air Liquide,Chemicals,AIQUF US Equity,73.4,71.7,77.7,70.0,Mar-19
Air Products,Chemicals,APD US Equity,67.8,70.0,81.1,53.3,Mar-19
Airbus Group,Aerospace & Defence,EADSF US Equity,61.4,61.5,67.8,54.2,Mar-19
Akbank,Banks,AKBNF US Equity,65.7,40.7,87.1,99.5,Mar-19
Aker BP,Oil & Gas,DETNF US Equity,50.6,55.7,47.6,53.1,Mar-19
AkzoNobel,Chemicals,AKZOF US Equity,84.9,80.0,84.8,87.5,Mar-19
Alior Bank,Banks,ALR PW Equity,52.9,39.3,80.5,50.0,Mar-19
Allianz SE,Insurance,ALIZF US Equity,78.9,88.6,60.0,75.0,Mar-19
Alphabet,Internet,GOOGL US Equity,50.5,38.9,56.9,53.6,Mar-19
Alrosa,Metals & Mining,ARRLF US Equity,51.0,6.0,61.9,65.0,Mar-19
Alstom,Capital Goods,AOMFF US Equity,81.5,72.1,75.6,97.7,Mar-19
Alten,Software & IT Services,ABLGF US Equity,45.8,50.0,50.0,25.0,Mar-19
Altice Europe NV,Telecom Services,ALLVF US Equity,38.8,72.3,37.2,5.5,Mar-19
Altran Technologies,Software & IT Services,ALTKF US Equity,42.1,51.2,41.7,25.0,Mar-19
Anadarko Petroleum Corp,Oil & Gas,APC US Equity,46.4,50.0,47.9,37.8,Mar-19
Andritz AG,Capital Goods,ADRZF US Equity,60.7,66.4,77.2,42.0,Mar-19
Anglo American,Metals & Mining,AAUKF US Equity,73.7,73.8,81.8,64.4,Mar-19
Anheuser-Busch InBev,Beverages,BUDFF US Equity,62.3,61.8,75.9,50.0,Mar-19
Apache Corp,Oil & Gas,APA US Equity,70.7,67.9,84.8,37.8,Mar-19
Aperam,Steel,APMSF US Equity,70.1,60.0,87.1,57.5,Mar-19
ArcelorMittal,Steel,AMSYF US Equity,62.5,53.3,87.9,40.0,Mar-19
Arkema,Chemicals,ARKAF US Equity,71.6,70.0,87.3,56.7,Mar-19
Assa Abloy,Capital Goods,ASAZF US Equity,87.6,70.0,100.0,83.3,Mar-19
Assic Generali spa,Insurance,ARZGF US Equity,73.0,66.7,67.1,100.0,Mar-19
Associated British Foods,Food,ASBFF US Equity,50.1,64.6,64.6,25.4,Mar-19
AstraZeneca,Pharmaceuticals & Biotechnology,AZNCF US Equity,65.2,76.6,53.8,0.0,Mar-19
Atlantia,Construction & Building Materials,ATASF US Equity,58.8,74.4,69.8,15.0,Mar-19
Atlas Copco,Capital Goods,ATLKF US Equity,77.8,64.1,98.9,75.0,Mar-19
Atos,Software & IT Services,AEXAF US Equity,70.5,75.6,53.1,96.4,Mar-19
Aviva,Insurance,AIVAF US Equity,66.8,71.7,72.1,45.0,Mar-19
Axa,Insurance,AXAHF US Equity,75.5,79.3,48.8,100.0,Mar-19
BAE Systems,Aerospace & Defence,BAESF US Equity,62.8,69.9,82.8,29.2,Mar-19
Banco BPM,Banks,BNCZF US Equity,67.2,53.9,89.7,69.5,Mar-19
Banco de Sabadell,Banks,BNDSF US Equity,59.2,59.3,53.0,69.5,Mar-19
Banco Santander,Banks,3195587Q US Equity,50.0,45.6,40.0,80.0,Mar-19
Bank Millennium,Banks,BBGKF US Equity,62.1,49.3,80.0,70.0,Mar-19
Bank of America,Banks,BAC US Equity,60.6,57.8,54.0,80.0,Mar-19
Bank of Ireland,Banks,BKRIF US Equity,58.4,50.6,77.7,50.0,Mar-19
Bank Pekao SA,Banks,BKPKF US Equity,67.0,50.0,74.6,99.5,Mar-19
Bankia,Banks,BNKXF US Equity,56.8,42.2,75.0,70.0,Mar-19
Bankinter,Banks,BKIMF US Equity,62.9,54.4,74.0,70.0,Mar-19
Barclays,Banks,BCLYF US Equity,54.7,43.9,59.0,80.0,Mar-19
BASF SE,Chemicals,BFFAF US Equity,70.2,76.7,67.1,70.0,Mar-19
Bayer AG,Pharmaceuticals & Biotechnology,BAYZF US Equity,65.0,74.2,55.8,0.0,Mar-19
BBVA,Banks,BBVXF US Equity,54.1,42.8,59.0,80.0,Mar-19
Beiersdorf,Household & Personal Care,BDRFF US Equity,66.2,50.0,74.7,74.1,Mar-19
BHP Billiton plc,Metals & Mining,BHPBF US Equity,78.8,80.0,80.5,76.2,Mar-19
Bic,Household & Personal Care,BICEF US Equity,69.6,70.0,89.8,50.3,Mar-19
BioMérieux,Health Care Equipment & Services,BMXMF US Equity,73.8,60.4,91.7,0.0,Mar-19
BMW,Automobiles & Components,BAMXF US Equity,69.5,71.3,72.7,63.3,Mar-19
BNP Paribas,Banks,BNPQF US Equity,77.1,82.2,60.0,90.0,Mar-19
Bouygues,Telecom Services,BOUYF US Equity,67.3,52.9,82.1,52.2,Mar-19
BP,Oil & Gas,BPAQF US Equity,67.8,75.2,73.7,42.2,Mar-19
Bpost SA,Transportation,BPOSF US Equity,66.8,68.3,75.0,43.8,Mar-19
Bristol Myers Squibb,Pharmaceuticals & Biotechnology,BMY US Equity,61.2,73.8,48.7,0.0,Mar-19
British American Tobacco,Tobacco,BTAFF US Equity,62.0,65.8,72.9,48.9,Mar-19
Brown-Forman,Beverages,BF/B US Equity,58.6,67.3,76.7,35.0,Mar-19
BT Group,Telecom Services,BTGOF US Equity,56.8,63.3,46.2,72.7,Mar-19
Burberry,Luxury Goods,BBRYF US Equity,54.2,77.5,62.0,23.1,Mar-19
Bureau Veritas,Commercial Services & Supplies,BVRDF US Equity,72.2,77.7,71.3,68.8,Mar-19
Caixabank,Banks,CIXPF US Equity,69.1,63.3,85.0,60.0,Mar-19
Canadian Natural Resources,Oil & Gas,CNQ US Equity,78.7,77.7,78.2,81.3,Mar-19
Capgemini,Software & IT Services,CAPMF US Equity,64.1,74.4,72.3,35.7,Mar-19
Carlsberg,Beverages,CABJF US Equity,61.6,71.5,67.7,48.2,Mar-19
Carmila,Real Estate,CARM FP Equity,32.3,58.6,100.0,0.0,Mar-19
Carrefour,Food Retailing,CRERF US Equity,70.9,70.0,62.2,94.3,Mar-19
Casino,Food Retailing,CGUIF US Equity,63.8,65.6,59.4,72.9,Mar-19
CBS Corporation,Media,CBS US Equity,34.7,64.8,28.9,13.6,Mar-19
Cellnex,Telecom Services,CLNXF US Equity,50.5,75.0,66.8,16.4,Mar-19
Cenovus,Oil & Gas,CVE US Equity,77.7,81.4,82.3,60.6,Mar-19
CGI,Software & IT Services,GIB US Equity,42.1,54.4,35.0,39.3,Mar-19
Chevron,Oil & Gas,CVX US Equity,51.8,53.2,59.1,30.9,Mar-19
Church & Dwight,Household & Personal Care,CHD US Equity,57.9,59.2,60.0,55.7,Mar-19
Citigroup,Banks,C US Equity,60.2,55.8,50.0,90.0,Mar-19
Clariant,Chemicals,CLZNF US Equity,82.2,71.7,91.4,78.3,Mar-19
CNP Assurances,Insurance,CNPAF US Equity,75.3,70.0,87.5,75.0,Mar-19
Cobham,Aerospace & Defence,CBHMF US Equity,71.5,82.0,88.5,35.8,Mar-19
Cofinimmo,Real Estate,CFMOF US Equity,46.5,57.0,37.5,44.4,Mar-19
Cognizant,Software & IT Services,CTSH US Equity,49.5,51.1,57.7,32.1,Mar-19
Colgate Palmolive,Household & Personal Care,CL US Equity,66.9,65.9,53.3,74.7,Mar-19
Colonial,Real Estate,IMQCF US Equity,60.9,50.0,100.0,57.5,Mar-19
Compass Group,Hotels Restaurants & Leisure,CMPGF US Equity,58.4,66.7,66.2,40.9,Mar-19
ConocoPhillips,Oil & Gas,COP US Equity,68.7,66.6,78.6,45.6,Mar-19
Constellation Brands,Beverages,STZ US Equity,53.0,62.4,76.7,23.6,Mar-19
Coty,Household & Personal Care,COTY US Equity,34.8,36.9,66.3,16.5,Mar-19
Covestro,Chemicals,CVVTF US Equity,69.2,40.0,90.4,62.5,Mar-19
Covivio SA,Real Estate,GSEFF US Equity,73.5,81.0,81.3,65.0,Mar-19
Crédit Agricole SA,Banks,CRARF US Equity,75.6,74.4,69.0,90.0,Mar-19
Credit Suisse,Banks,CSGKF US Equity,60.9,67.8,40.0,75.0,Mar-19
CRH PLC,Construction & Building Materials,CRHCF US Equity,80.3,80.0,86.2,72.2,Mar-19
Croda,Chemicals,COIHF US Equity,72.2,58.3,90.6,60.8,Mar-19
CYBG,Banks,CBBYF US Equity,52.7,45.1,68.8,50.0,Mar-19
Daily Mail and General Trust,Media,DMGT VX Equity,59.2,70.0,56.0,0.0,Mar-19
Daimler,Automobiles & Components,DDAIF US Equity,68.1,71.3,72.7,58.3,Mar-19
Danone,Food,GPDNF US Equity,69.9,79.7,72.3,60.0,Mar-19
Danske Bank,Banks,DNSKF US Equity,75.2,74.4,68.0,89.5,Mar-19
Dassault Aviation,Aerospace & Defence,DUAVF US Equity,55.0,46.5,65.5,56.7,Mar-19
Dassault Systèmes,Software & IT Services,DASTF US Equity,49.1,51.1,49.2,46.4,Mar-19
DBV Technologies,Pharmaceuticals & Biotechnology,DBVTF US Equity,39.3,43.8,33.3,0.0,Mar-19
Deutsche Bank AG,Banks,DB US Equity,60.0,58.9,50.0,80.0,Mar-19
Deutsche EuroShop,Real Estate,DUSCF US Equity,39.1,58.0,37.5,28.1,Mar-19
Deutsche Lufthansa,Transportation,DLAKF US Equity,49.0,56.7,69.0,22.0,Mar-19
Deutsche Post AG,Transportation,DPSTF US Equity,82.8,83.0,88.0,77.5,Mar-19
Deutsche Telekom,Telecom Services,DTEGF US Equity,77.1,78.9,80.9,68.2,Mar-19
Devon Energy,Oil & Gas,DVN US Equity,58.9,62.0,65.5,37.1,Mar-19
Dia,Food Retailing,DIDAF US Equity,72.0,78.6,68.3,72.9,Mar-19
Diageo,Beverages,DGEAF US Equity,61.6,65.8,82.9,38.6,Mar-19
DNB,Banks,DNBHF US Equity,83.5,90.0,68.0,90.0,Mar-19
DSM NV,Chemicals,KDSKF US Equity,88.5,80.0,89.6,91.7,Mar-19
Durr AG,Capital Goods,DUERF US Equity,52.2,63.6,55.2,38.5,Mar-19
EasyJet,Transportation,EJETF US Equity,48.5,70.0,63.7,14.0,Mar-19
Edenred,Commercial Services & Supplies,EDNMF US Equity,62.0,62.3,73.1,51.2,Mar-19
EDF,Utilities,ECIFF US Equity,73.6,67.4,83.3,62.7,Mar-19
Eiffage,Construction & Building Materials,EFGSF US Equity,61.6,52.9,61.3,68.9,Mar-19
Eli Lilly,Pharmaceuticals & Biotechnology,LLY US Equity,52.6,67.8,37.3,0.0,Mar-19
Elior Group,Hotels Restaurants & Leisure,ELROF US Equity,61.8,59.0,79.2,45.5,Mar-19
Elis,Commercial Services & Supplies,ELSSF US Equity,70.0,59.7,90.8,57.5,Mar-19
Enagas,Utilities,ENGGF US Equity,79.7,78.9,85.6,70.9,Mar-19
Encana Corporation,Oil & Gas,ECA US Equity,63.0,68.2,74.1,26.6,Mar-19
Endesa SA,Utilities,ELEZF US Equity,78.0,74.4,91.1,59.6,Mar-19
Enel,Utilities,XQKGF US Equity,73.0,80.8,77.2,59.6,Mar-19
Energa,Utilities,ENG PW Equity,68.1,65.0,76.5,52.8,Mar-19
Energias de Portugal,Utilities,ELCPF US Equity,75.5,61.1,84.8,71.8,Mar-19
Engie,Utilities,GDSZF US Equity,66.2,65.6,74.3,53.6,Mar-19
Eni,Oil & Gas,EIPAF US Equity,78.7,55.5,91.5,76.9,Mar-19
EOG Resources Inc,Oil & Gas,EOG US Equity,56.6,56.4,58.0,53.1,Mar-19
Eon,Utilities,ENAKF US Equity,82.5,80.0,78.6,90.9,Mar-19
Equinor,Oil & Gas,STOHF US Equity,77.5,81.6,84.8,52.8,Mar-19
Ericsson,Technology Hardware,ERIXF US Equity,79.3,77.3,72.2,100.0,Mar-19
Erste Group,Banks,EBKOF US Equity,77.7,79.3,79.7,69.5,Mar-19
EssilorLuxottica,Health Care Equipment & Services,ESLOF US Equity,80.0,70.0,93.3,0.0,Mar-19
Essity,Household & Personal Care,ETTYF US Equity,71.4,62.3,75.0,76.5,Mar-19
Estée Lauder,Household & Personal Care,EL US Equity,55.8,50.8,60.0,57.4,Mar-19
Eurazeo,Holding & Investment companies,EUZOF US Equity,78.0,70.7,83.1,100.0,Mar-19
Eurocommercial Properties,Real Estate,SEPYF US Equity,39.3,70.0,100.0,6.3,Mar-19
Eurofins Scientific,Pharmaceuticals & Biotechnology,ERFSF US Equity,33.6,32.3,34.8,0.0,Mar-19
Europcar Mobility Group,Commercial Services & Supplies,EUCAR FP Equity,59.5,75.0,70.0,10.0,Mar-19
Eutelsat,Telecom Services,EUTLF US Equity,40.7,66.7,40.6,12.7,Mar-19
Evonik,Chemicals,EVKIF US Equity,72.8,61.7,89.4,61.7,Mar-19
ExxonMobil,Oil & Gas,XOM US Equity,73.3,63.6,81.2,65.6,Mar-19
Facebook,Media,FB US Equity,51.7,51.1,56.9,42.9,Mar-19
Faurecia,Automobiles & Components,FURCF US Equity,59.8,62.9,48.2,70.0,Mar-19
FCA,Automobiles & Components,FCAU US Equity,66.9,63.8,72.7,63.9,Mar-19
Ferguson,Construction & Building Materials,WOSCF US Equity,73.5,78.9,70.0,65.0,Mar-19
Ferrari NV,Automobiles & Components,RACE US Equity,60.9,72.5,78.2,24.4,Mar-19
Ferrovial,Construction & Building Materials,CCIDF US Equity,68.9,40.0,71.9,86.1,Mar-19
Foncière Lyonnaise,Real Estate,FONYF US Equity,73.6,42.9,100.0,85.0,Mar-19
Fortum,Utilities,FOTUF US Equity,68.8,84.4,74.1,47.5,Mar-19
Fraport AG,Transportation Infrastructure,FPRUF US Equity,65.1,65.6,85.8,20.0,Mar-19
Fresenius Medical Care AG & Co KGAA,Health Care Equipment & Services,FMCQF US Equity,57.1,50.0,66.7,0.0,Mar-19
Fresenius SE & Co. KGaA,Health Care Equipment & Services,FSNUF US Equity,50.1,47.8,53.3,0.0,Mar-19
Galp Energia,Oil & Gas,GLPEF US Equity,86.0,67.3,90.4,100.0,Mar-19
Garanti Bank,Banks,TKGBF US Equity,64.8,46.7,80.0,90.0,Mar-19
GEA Group AG,Capital Goods,MGTAF US Equity,64.6,71.8,85.6,41.0,Mar-19
Geberit,Construction & Building Materials,GBERF US Equity,83.3,52.9,92.1,94.4,Mar-19
Gecina,Real Estate,GECFF US Equity,83.2,63.0,100.0,87.5,Mar-19
Getlink,Transportation Infrastructure,GRPTF US Equity,77.2,82.2,89.1,45.0,Mar-19
Givaudan,Chemicals,GVDBF US Equity,75.0,61.7,74.2,82.5,Mar-19
GlaxoSmithKline,Pharmaceuticals & Biotechnology,GLAXF US Equity,67.9,68.8,67.0,0.0,Mar-19
Glencore,Metals & Mining,GLCNF US Equity,72.5,66.3,71.2,77.3,Mar-19
Goldman Sachs,Banks,GS US Equity,68.8,73.3,54.0,80.0,Mar-19
Greencore Group plc,Food,GNCGF US Equity,69.8,65.0,99.5,12.0,Mar-19
Groupe Bolloré,Media,ABVMF US Equity,53.8,45.6,74.0,41.0,Mar-19
Groupe Bruxelles Lambert,Holding & Investment companies,GBLBF US Equity,60.1,44.7,72.3,100.0,Mar-19
Groupe Seb,Consumer Durables,SEBYF US Equity,75.9,77.5,80.4,68.8,Mar-19
Grupa Lotos,Oil & Gas,GPOLF US Equity,59.4,75.0,61.4,43.8,Mar-19
Halkbank,Banks,THBIF US Equity,59.7,36.0,81.3,90.0,Mar-19
Halliburton,Oil Services,HAL US Equity,58.4,67.7,52.1,61.3,Mar-19
Hannover RE,Insurance,HVRRF US Equity,64.3,60.6,87.1,45.0,Mar-19
HeidelbergCement,Construction & Building Materials,HLBZF US Equity,69.4,78.6,64.6,69.1,Mar-19
Heineken,Beverages,HINKF US Equity,68.1,73.9,80.0,52.5,Mar-19
Helmerich & Payne Inc,Oil Services,HP US Equity,45.6,56.8,35.6,55.0,Mar-19
Henkel,Household & Personal Care,HENOF US Equity,76.1,69.8,68.0,85.3,Mar-19
Hennes & Mauritz,Non Food Retail,HMRZF US Equity,55.7,61.7,48.3,63.8,Mar-19
Hermes Intl,Luxury Goods,HESAF US Equity,48.7,75.0,62.2,7.7,Mar-19
Hess Corporation,Oil & Gas,HES US Equity,74.7,65.0,79.1,76.2,Mar-19
Hochtief,Construction & Building Materials,HOCFF US Equity,80.2,65.7,90.4,73.3,Mar-19
HSBC Holdings PLC,Banks,HBCYF US Equity,61.5,68.9,40.0,75.0,Mar-19
Hugo Boss,Luxury Goods,HUGSF US Equity,66.7,85.8,67.5,48.1,Mar-19
IAG,Transportation,BABWF US Equity,50.9,80.8,58.0,17.0,Mar-19
Iberdrola,Utilities,IBDSF US Equity,76.3,64.4,77.4,84.1,Mar-19
IBM,Software & IT Services,IBM US Equity,62.9,68.9,63.9,53.6,Mar-19
Icade,Real Estate,CDMGF US Equity,85.3,71.0,100.0,86.9,Mar-19
IGT,Hotels Restaurants & Leisure,IGT US Equity,61.9,71.1,76.7,34.1,Mar-19
Iliad,Telecom Services,ILIAF US Equity,47.1,58.6,46.1,39.6,Mar-19
IMI,Capital Goods,IMIAF US Equity,66.8,67.9,64.0,68.0,Mar-19
Immofinanz,Real Estate,IMMZF US Equity,43.1,56.0,56.3,28.4,Mar-19
Imperial Brands,Tobacco,IMBBF US Equity,68.2,69.1,76.2,60.0,Mar-19
Inditex,Non Food Retail,IDEXF US Equity,65.0,41.7,61.1,82.5,Mar-19
Indra,Software & IT Services,ISMAF US Equity,50.9,74.1,47.3,27.9,Mar-19
Infineon Technologies,Technology Hardware,IFNNF US Equity,62.1,50.0,95.2,36.5,Mar-19
